City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,alpine,32.835,-116.7664,49.68,85,0,1.5,US,1738728189
356,namibe,-15.1961,12.1522,74.73,84,100,3.44,AO,1738728189
357,dehloran,32.6941,47.2679,55.49,24,14,9.15,IR,1738728190
358,bengkulu,-3.8004,102.2655,79.48,77,100,4.94,ID,1738728190
359,taoudenni,22.6783,-3.9836,57.72,26,0,11.72,ML,1738728190
360,port saint john's,-31.6229,29.5448,77.76,88,85,10.11,ZA,1738728190
361,muang phonsavan,19.45,103.2167,73.62,47,53,3.91,LA,1738728190
362,novodvinsk,64.4165,40.8122,8.35,99,82,3.11,RU,1738728190
363,tarawa,1.419,172.984,87.89,66,20,14.97,KI,1738728190
364,kurumkan,54.3,110.3,-10.05,81,61,2.15,RU,1738728190
365,lata,40.1629,-8.3327,39.7,83,12,3.94,PT,1738728191
366,yavas,54.4159,42.8491,26.44,94,100,10.29,RU,1738728191
367,tofol,5.3248,163.0078,76.78,94,100,10.36,FM,1738728191
368,margate,51.3813,1.3862,41.7,89,10,13.47,GB,1738727704
369,nishinoomote,30.7333,131.0,39.76,100,75,16.11,JP,1738728191
370,dumra,26.5667,85.5167,69.06,34,84,3.02,IN,1738728191
371,yen vinh,18.6667,105.6667,61.72,72,91,3.67,VN,1738728191
372,hithadhoo,-0.6,73.0833,81.88,66,24,10.22,MV,1738728191
373,forster,-32.1667,152.5167,87.39,66,9,16.49,AU,1738728191
374,along,28.1667,94.7667,64.33,47,88,1.59,IN,1738728191
375,bonthe,7.5264,-12.505,73.36,78,100,5.41,SL,1738728191
376,shimanovsk,52.0,127.7,-3.12,83,42,9.53,RU,1738728191
377,penzance,50.1186,-5.5371,45.28,75,26,13.33,GB,1738728192
378,pont rouge,48.8833,-72.0825,-8.9,84,99,9.66,CA,1738728192
379,noumea,-22.2763,166.4572,81.0,99,95,10.96,NC,1738728192
380,auburn,47.3073,-122.2284,37.24,85,75,9.22,US,1738728192
381,rawai,7.7797,98.3253,80.19,74,28,19.42,TH,1738728192
382,kailua-kona,19.6406,-155.9956,78.76,68,40,14.97,US,1738728192
383,campobello di mazara,37.6358,12.7443,51.85,95,4,3.0,IT,1738728192
384,saint croix,17.7397,-64.7388,73.96,88,8,1.01,VI,1738728192
385,egilsstadir,65.2653,-14.3948,28.31,69,0,16.11,IS,1738728192
386,kuruman,-27.4524,23.4325,73.71,39,53,5.06,ZA,1738728192
387,wanning,18.8003,110.3967,67.66,75,100,6.11,CN,1738728192
388,hepo,23.4308,115.8299,68.45,33,4,0.85,CN,1738728192
389,mancio lima,-7.6142,-72.8958,72.25,99,93,0.78,BR,1738728192
390,viedma,-40.8135,-62.9967,63.88,53,71,14.47,AR,1738728193
391,peniche,39.3558,-9.3811,44.2,92,12,6.58,PT,1738728193
392,batticaloa,7.7102,81.6924,81.32,72,71,8.21,LK,1738728193
393,kasese,0.1833,30.0833,69.26,52,100,3.31,UG,1738728193
394,muromtsevo,56.3724,75.2418,24.58,96,100,5.01,RU,1738728193
395,tionk essil,12.7856,-16.5217,68.61,14,100,9.86,SN,1738728193
396,mossel bay,-34.1831,22.146,65.79,85,6,12.21,ZA,1738728028
397,ariquemes,-9.9133,-63.0408,72.9,97,100,1.21,BR,1738728056
398,reggane,26.7158,0.1714,54.75,28,0,12.71,DZ,1738728193
399,ouadda,8.0777,22.4007,70.9,28,79,3.78,CF,1738728193
400,lame,10.4415,9.2396,61.86,15,21,1.99,NG,1738728193
401,vilhena,-12.7406,-60.1458,70.09,97,99,3.22,BR,1738728002
402,al bardiyah,31.7561,25.0865,56.34,77,52,14.56,LY,1738728193
403,tamale,9.4008,-0.8393,76.98,19,21,6.71,GH,1738728194
404,tyumentsevo,53.3224,81.498,8.47,96,79,8.95,RU,1738728194
405,mount pearl,47.5166,-52.7813,24.15,82,75,28.77,CA,1738728194
406,mount isa,-20.7333,139.5,91.17,49,100,9.22,AU,1738728194
407,san felipe,10.3399,-68.7425,71.17,93,77,5.93,VE,1738728194
408,siguiri,11.6667,-9.5,70.83,19,98,4.63,GN,1738728194
409,tinogasta,-28.0632,-67.5649,82.74,43,75,5.44,AR,1738728003
410,tonkino,57.3726,46.4629,25.18,93,100,11.25,RU,1738728194
411,nouadhibou,20.931,-17.0347,60.78,72,0,19.57,MR,1738728194
412,rosetta,31.4044,30.4164,60.46,75,41,17.18,EG,1738728195
413,jabat,7.75,168.9751,80.56,84,77,23.62,MH,1738728195
414,kone,-21.0595,164.8658,83.34,76,89,4.07,NC,1738728195
415,ostersund,63.1792,14.6357,37.85,85,100,12.66,SE,1738728195
416,karaton,-6.3424,106.1045,86.32,57,98,9.64,ID,1738728195
417,singaraja,-8.112,115.0882,84.09,74,99,5.86,ID,1738728195
418,kuta,-8.7233,115.1723,89.55,79,20,3.44,ID,1738728195
419,chengde,40.9725,117.9361,18.09,25,2,15.97,CN,1738728195
420,khlong luang,14.0647,100.6458,90.99,72,1,8.43,TH,1738728061
421,nsanje,-16.92,35.262,70.99,94,100,0.89,MW,1738728195
422,pacific grove,36.6177,-121.9166,51.91,95,100,11.01,US,1738728195
423,port macquarie,-31.4333,152.9167,82.08,68,34,11.99,AU,1738728195
424,mana,5.6592,-53.7767,76.82,89,100,8.03,GF,1738728196
425,chernyshevskiy,63.0128,112.4714,-30.82,95,63,2.93,RU,1738728196
426,ovalle,-30.5983,-71.2003,72.3,45,0,3.06,CL,1738728149
427,laguna,38.421,-121.4238,54.05,92,100,17.27,US,1738728196
428,khamis mushait,18.3064,42.7292,52.84,62,0,5.75,SA,1738728005
429,san antonio,29.4241,-98.4936,73.15,76,0,10.36,US,1738727812
430,kannus,63.9,23.9,23.43,88,100,16.04,FI,1738728196
431,luderitz,-26.6481,15.1594,64.8,64,74,15.61,NA,1738728196
432,santo antonio do ica,-3.1022,-67.9397,73.72,99,99,2.33,BR,1738728196
433,ketchikan,55.3422,-131.6461,33.78,18,0,8.05,US,1738728196
434,paracuru,-3.41,-39.0306,77.77,83,60,10.22,BR,1738728196
435,quesnel,52.9999,-122.5029,-7.1,77,0,0.0,CA,1738728197
436,monchegorsk,67.9397,32.8739,-4.4,99,100,13.85,RU,1738728197
437,aasiaat,68.7098,-52.8699,-8.41,97,100,5.53,GL,1738728197
438,luorong,24.4058,109.6086,53.74,56,100,4.85,CN,1738728197
439,sopela,43.3789,-2.9831,39.81,100,31,4.61,ES,1738728197
440,crane,31.3974,-102.3501,67.87,67,21,20.71,US,1738728197
441,morondava,-20.2833,44.2833,81.27,83,99,9.78,MG,1738728197
442,kemin,42.7846,75.6892,28.24,62,90,3.96,KG,1738728197
443,khandyga,62.6667,135.6,-24.3,85,31,1.21,RU,1738728197
444,camacupa,-12.0167,17.4833,62.26,95,100,2.89,AO,1738728197
445,robbah,33.2797,6.9098,44.24,53,7,6.67,DZ,1738728197
446,manismata,-2.4667,111.0333,85.62,64,98,5.97,ID,1738728198
447,oituz,46.2,26.6167,28.76,73,85,3.22,RO,1738728198
448,dapa,9.7594,126.0531,80.42,79,100,7.25,PH,1738728198
449,westport,41.1415,-73.3579,31.01,57,18,3.0,US,1738727999
450,burang,30.25,81.1667,16.92,74,100,7.11,CN,1738728198
451,baiti,13.745,-14.7482,68.31,11,100,10.29,SN,1738728198
452,muli,2.9167,73.5667,81.79,61,7,13.47,MV,1738728198
453,barra de santo antonio,-9.4047,-35.5072,79.03,77,100,9.08,BR,1738728198
454,bandarbeyla,9.4942,50.8122,70.61,72,43,16.82,SO,1738728198
455,eilat,29.5581,34.9482,57.04,67,51,4.61,IL,1738728198
456,canutama,-6.5339,-64.3831,73.69,98,100,2.59,BR,1738728198
457,la sarre,48.8002,-79.1996,-16.46,100,92,4.45,CA,1738728198
458,minas de matahambre,22.5887,-83.9447,68.4,84,100,6.96,CU,1738728198
459,turpan,42.9333,89.1667,34.16,30,2,2.73,CN,1738728199
460,benjamin aceval,-24.9667,-57.5667,77.9,70,5,4.16,PY,1738728199
461,revda,56.801,59.9303,4.41,100,93,3.56,RU,1738728199
462,naifaru,5.4444,73.3657,81.36,68,15,8.21,MV,1738728199
463,tannum sands,-23.9504,151.3693,78.75,83,75,5.75,AU,1738728199
464,ribeira brava,32.65,-17.0667,63.23,88,21,4.45,PT,1738728199
465,boke,10.9409,-14.2967,69.64,19,98,5.35,GN,1738728028
466,markaz-e hukumat-e darweshan,31.1323,64.1934,48.54,28,0,3.04,AF,1738728199
467,sur,22.5667,59.5289,67.75,53,0,2.48,OM,1738728199
468,tabuk,17.4189,121.4443,65.48,94,100,8.93,PH,1738728003
469,bom jardim,-7.7958,-35.5872,72.18,88,100,4.68,BR,1738728199
470,klaksvik,62.2266,-6.589,40.66,60,34,31.05,FO,1738728199
471,tignieu,45.7356,5.1805,32.13,89,100,8.05,FR,1738728200
472,vila velha,-20.3297,-40.2925,78.75,78,40,6.91,BR,1738728040
473,ascension,30.2169,-90.9001,72.09,87,100,3.44,US,1738728200
474,hasaki,35.7333,140.8333,44.24,25,41,15.3,JP,1738728200
475,faya-largeau,17.9257,19.1043,65.5,14,0,25.14,TD,1738728200
476,shiprock,36.7855,-108.687,53.31,32,8,4.14,US,1738728200
477,kapuskasing,49.4169,-82.4331,-2.11,78,75,9.22,CA,1738728106
478,grand gaube,-20.0064,57.6608,83.37,87,11,5.01,MU,1738728200
479,inhambane,-23.865,35.3833,78.04,74,54,7.78,MZ,1738728200
480,belyy yar,53.6039,91.3903,1.29,100,97,0.0,RU,1738728200
481,taro,-8.3862,115.28,86.52,50,95,2.26,ID,1738728201
482,dabakala,8.3667,-4.4333,74.95,25,40,3.62,CI,1738728201
483,aras-asan,8.8908,126.3033,81.52,72,100,6.78,PH,1738728201
484,labuan,5.2767,115.2417,82.76,83,40,1.14,MY,1738728201
485,harper,4.375,-7.7169,78.8,85,22,3.36,LR,1738728201
486,mananara,-16.1667,49.7667,77.13,87,100,2.57,MG,1738728201
487,buguruslan,53.6554,52.442,14.97,85,100,7.31,RU,1738728201
488,saldanha,-33.0117,17.9442,65.79,82,45,9.28,ZA,1738728143
489,bestobe,52.4994,73.0975,13.08,97,100,4.88,KZ,1738728201
490,juneau,58.3019,-134.4197,24.42,86,20,0.0,US,1738727890
491,jiuquan,39.7432,98.5174,15.85,39,95,2.53,CN,1738728201
492,olinda,-8.0089,-34.8553,80.33,83,75,9.22,BR,1738728202
493,makhambet,47.6667,51.5833,23.13,78,100,10.31,KZ,1738728202
494,moirang,24.5,93.7667,72.91,35,4,1.03,IN,1738728202
495,malvan,16.0667,73.4667,77.86,45,33,4.36,IN,1738728202
496,rocky mount,35.9382,-77.7905,51.96,54,0,9.22,US,1738728202
497,mandali,33.7499,45.5541,53.6,29,12,6.31,IQ,1738728202
498,olenino,56.2092,33.4889,21.4,89,34,5.75,RU,1738728202
499,chilecito,-29.1619,-67.4974,77.92,55,4,1.16,AR,1738728202
500,daru,-9.0763,143.2092,89.55,61,100,7.23,PG,1738728202
501,mugia,43.1041,-9.2179,47.91,88,100,11.34,ES,1738728203
502,chester,40.1254,-75.8749,31.66,59,40,6.91,US,1738728203
503,kyzyl-suu,42.3414,78.0056,25.18,67,11,2.64,KG,1738728203
504,sakon nakhon,17.3333,103.8333,76.55,42,5,7.52,TH,1738728203
505,jwaneng,-24.6004,24.7303,70.9,49,1,9.06,BW,1738728203
506,mancha real,37.7863,-3.6123,40.42,100,0,3.33,ES,1738728203
507,onguday,50.75,86.15,2.77,90,2,3.69,RU,1738728203
508,murun-kuren,49.6342,100.1625,7.79,67,4,18.01,MN,1738728203
509,korla,41.7597,86.1469,21.81,65,91,5.06,CN,1738728203
510,tobol'sk,58.2,68.2667,23.41,99,100,3.56,RU,1738728203
511,skeldon,5.8833,-57.1333,74.73,93,100,5.1,GY,1738728203
512,bondo,3.8146,23.6866,72.72,39,100,2.71,CD,1738728203
513,remire-montjoly,4.9167,-52.2667,75.24,100,100,2.3,GF,1738728204
514,yeongdong,36.175,127.7764,25.38,47,99,11.16,KR,1738728204
515,agapovka,53.2973,59.1348,9.61,96,100,7.18,RU,1738728204
516,quellon,-43.1167,-73.6167,52.41,77,8,3.22,CL,1738728204
517,nassau,40.7507,-73.5829,32.72,56,0,9.22,US,1738728204
518,teculutan,14.9833,-89.7167,73.36,87,54,3.83,GT,1738728204
519,kashgar,39.4547,75.9797,25.81,36,40,4.47,CN,1738728069
520,zainsk,55.3195,52.0694,23.99,85,100,7.45,RU,1738728204
521,banda aceh,5.5577,95.3222,83.82,60,100,9.4,ID,1738728204
522,kalaleh,37.3807,55.4916,33.4,80,0,0.0,IR,1738728204
523,tvoroyri,61.5556,-6.8111,40.66,68,95,32.97,FO,1738728204
524,south hedland,-20.4089,118.5983,94.93,49,13,10.36,AU,1738728204
525,cameron,26.117,-97.5169,71.56,99,100,10.36,US,1738728205
526,richmond,37.5538,-77.4603,45.41,51,20,5.75,US,1738727721
527,miri,4.4148,114.0089,86.14,74,40,5.75,MY,1738728205
528,wellington,-41.2866,174.7756,64.06,63,25,10.36,NZ,1738728008
529,taroudant,30.4703,-8.877,57.15,30,0,8.77,MA,1738728205
530,kendari,-3.945,122.4989,90.95,54,100,2.91,ID,1738728205
531,rio grande,-32.035,-52.0986,75.31,95,5,10.85,BR,1738728205
532,bubaque,11.2833,-15.8333,75.94,47,98,18.52,GW,1738728205
533,lincoln city,44.9582,-124.0179,36.36,96,100,7.0,US,1738728205
534,bandar lampung,-5.4254,105.258,85.24,64,100,5.39,ID,1738728205
535,yarmouth,41.7057,-70.2286,28.45,60,0,10.36,US,1738728205
536,tomatlan,19.9333,-105.25,67.33,53,0,4.18,MX,1738728205
537,kosh-agach,50.0,88.6667,-19.35,97,87,0.94,RU,1738728206
538,zywiec,49.6853,19.1924,32.99,98,53,1.99,PL,1738728206
539,boa vista,2.8197,-60.6733,76.98,73,40,8.05,BR,1738727912
540,dzhambeyty,50.2536,52.595,12.67,85,46,9.89,KZ,1738728206
541,ridgecrest,35.6225,-117.6709,54.01,66,7,34.0,US,1738728206
542,irtyshsk,53.3333,75.4572,22.6,96,100,7.49,KZ,1738728206
543,bo phloi,14.3236,99.5161,87.49,44,1,5.73,TH,1738728206
544,dishna,26.1247,32.476,56.41,56,74,6.51,EG,1738728206
545,mtambile,-5.3833,39.7,78.3,78,100,14.85,TZ,1738728206
546,raduzhnyy,62.0961,77.475,-7.4,100,99,2.95,RU,1738728206
547,boxmeer,51.6467,5.9472,37.45,95,100,12.66,NL,1738728206
548,sebastopol,44.6,33.5333,32.0,51,47,1.01,UA,1738728206
549,lauro de freitas,-12.8944,-38.3272,80.62,74,40,9.22,BR,1738728207
550,kapoeta,4.7717,33.5903,79.52,30,79,20.38,SS,1738728207
551,usogorsk,63.4106,48.6872,22.91,94,100,4.07,RU,1738728207
552,mabaruma,8.2,-59.7833,71.28,99,66,1.21,GY,1738728207
